REFERENCE: tag,REFERENCE: doi,FORMULA,Internal Reference #,Original DOI,PROPERTY: Type of phases,PROPERTY: Single/Multiphase,PROPERTY: synthesis method,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: comment,
J75,10.1016/j.matchar.2019.05.043,FeCrCuMnNi,,,2FCC + BCC,M,CR,,,398,T,25,1190,1300,4.3,,,,,,changed to 2FCC + BCC,
J75,10.1016/j.matchar.2019.05.043,FeCrCuMnNi,,,2FCC + BCC,M,CR + A,1.4,,367,T,25,1170,1270,10.7,,,,,,changed to 2FCC + BCC,
J75,10.1016/j.matchar.2019.05.043,FeCrCuMnNi,,,2FCC + BCC,M,CR + A,1.5,,312,T,25,1030,1190,11.4,,,,,,changed to 2FCC + BCC,
J75,10.1016/j.matchar.2019.05.043,FeCrCuMnNi,,,2FCC + BCC,M,CR + A,1.9,,271,T,25,970,1110,12.1,,,,,,changed to 2FCC + BCC,
J75,10.1016/j.matchar.2019.05.043,FeCrCuMnNi,,,2FCC + BCC,M,CR + A,2.2,,183,T,25,850,960,14.3,,,,,,changed to 2FCC + BCC,
J75,10.1016/j.matchar.2019.05.043,FeCrCuMnNi,,,2FCC + BCC,M,CR + A,6.5,,162,T,25,470,640,34.8,,,,,,changed to 2FCC + BCC,
J76,10.1016/j.matlet.2019.04.012,CoCrFeNi2.1Nb0.2,,,FCC + Laves,M,AC,,,,T,25,170,537,32,,,,,,,
J76,10.1016/j.matlet.2019.04.012,CoCrFeNi2.1Nb0.4,,,FCC + Laves,M,AC,,,,T,25,640,840,7,,,,,,,
J76,10.1016/j.matlet.2019.04.012,CoCrFeNi2.1Nb0.2,,,FCC + Laves + D019,M,A,,,,T,25,560,860,19,,,,,,,
J76,10.1016/j.matlet.2019.04.012,CoCrFeNi2.1Nb0.4,,,FCC + Laves,M,A,,,,T,25,,,3,,,,,,,
J77,10.1007/s40195-019-00916-0,(CoCrFeMnNi)95C5,,,FCC + M23C6,M,A,,,345,C,800,,,,,,,,,,
J77,10.1007/s40195-019-00916-0,(CoCrFeMnNi)95C5,,,FCC + M23C6,M,A,,,285,C,1000,,,,,,,,,,
J78,10.1016/j.matchar.2019.05.022,AlCoCrFeNi,,,BCC + FCC,M,SPS,10.21,,550 $\pm$ 12,C,25,1221.1 $\pm$ 15,,30,23.2,,,,,"changed elongation to total elongation, not plastic",
J78,10.1016/j.matchar.2019.05.022,AlCoCrFeNi,,,BCC + FCC,M,SPS,15.68,,510 $\pm$ 11,C,25,1186.7 $\pm$ 16,,33,26.5,,,,,"changed elongation to total elongation, not plastic",
J78,10.1016/j.matchar.2019.05.022,AlCoCrFeNi,,,BCC + FCC,M,SPS,16.7,,503 $\pm$ 14,C,25,1112.9 $\pm$ 20,,30,21.4,,,,,"changed elongation to total elongation, not plastic",
J79,10.1007/s11837-019-03432-9,WMoNbCrTi,,,BCC + Laves,M,SPS,,,,C,25,2500,,10,,,,,,Experimental Variable was ball milling time. ,
J79,10.1007/s11837-019-03432-9,WMoNbCrTi,,,BCC + Laves,M,SPS,,,,C,25,1260,,4.8,,,,,,Added Total Elongation Data from Fig 6,
J79,10.1007/s11837-019-03432-9,WMoNbCrTi,,,BCC + Laves,M,SPS,,,,C,25,1630,,4.85,,,,,,,
J79,10.1007/s11837-019-03432-9,WMoNbCrTi,,,BCC + Laves,M,SPS,,,,C,25,2030,,4.3,,,,,,,
J79,10.1007/s11837-019-03432-9,WMoNbCrTi,,,BCC + Laves,M,SPS,,,,C,25,1920,,5,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2,M,SPS,,,,C,25,,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2,M,SPS,,,,C,25,,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2 + FCC,M,SPS,,,,C,25,,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2 + FCC,M,SPS,,,,C,25,,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2 + FCC,M,SPS,,,,C,25,520,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2 + FCC,M,SPS,,,,C,25,1150,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2 + FCC,M,SPS,,,,C,25,1287,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2 + FCC,M,SPS,,,,C,25,1286,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2 + FCC,M,SPS,,,,C,25,1390,,,,,,,,,
J80,10.1088/2053-1591/ab2517,AlCoCrFeNi,,,BCC + B2 + FCC,M,SPS,,,,C,25,1626,,,,,,,,,
J81,10.1016/j.jallcom.2019.04.296,CrFeMnNi,,,FCC,S,,,,,,,,,,,,,,,Skipped,
J82,10.1016/j.msea.2019.138039,Fe40Mn40Co10Cr10,,,FCC,S,AC,,,,T,25,213,471,55.7,,,,,,Added values for AC and F,
J82,10.1016/j.msea.2019.138039,Fe40Mn40Co10Cr10,,,FCC,S,AC,,,,T,25,393,634,26.5,,,,,,,
J82,10.1016/j.msea.2019.138039,Fe40Mn40Co10Cr10,,,FCC,S,HF,,,,T,25,792,1055,22.6,,,,,,,
J82,10.1016/j.msea.2019.138039,Fe40Mn40Co10Cr10,,,FCC,S,HR + A,18,,,T,25,559,1004,33.9,,,,,,,
J82,10.1016/j.msea.2019.138039,Fe40Mn40Co10Cr10,,,FCC,S,HR + A,32,,,T,25,512,978,55.3,,,,,,,
J82,10.1016/j.msea.2019.138039,Fe40Mn40Co10Cr10,,,FCC,S,HR + A,63,,,T,25,476,947,69.4,,,,,,,
J84,10.1016/j.jallcom.2019.04.121,CrMnFeCoNi,,,FCC,S,CR + A,,,,T,25,353,635,,43,,,,,Fixed with values from summary ,
J84,10.1016/j.jallcom.2019.04.121,Cr19.68Mn19.68Fe19.68Co19.68Ni19.68Nb0.8C0.8,,,FCC + NbC,M,CR + A,,,,T,25,732,911,,32,,,,,,
J85,10.1016/j.matlet.2019.03.075,TiNbTa0.5ZrAl0.5,,,BCC + HCP,M,HF,,,,C,25,1500,,6,,,,,,Changed AC to F,
J85,10.1016/j.matlet.2019.03.075,TiNbTa0.5ZrAl0.5,,,BCC,M,S,,,,,,,,,,,,,,Added Sintering Data,
J85,10.1016/j.matlet.2019.03.075,TiNbTa0.5ZrAl0.5,,,BCC + HCP,M,HF + A,,,,C,25,1200,,8,,,,,,,
J85,10.1016/j.matlet.2019.03.075,TiNbTa0.5ZrAl0.5,,,BCC + HCP,M,HF + A,,,,C,25,2100,,12,,,,,,,
J85,10.1016/j.matlet.2019.03.075,TiNbTa0.5ZrAl0.5,,,BCC + HCP,M,HF + A,,,,C,25,1740,,20,,,,,,,
J85,10.1016/j.matlet.2019.03.075,TiNbTa0.5ZrAl0.5,,,BCC + HCP,M,HF + A,,,,C,25,1630,,12,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMo,,,BCC,S,SPS,,,504.5,C,25,1217,,7.5,3.8,,,,,Fixed Elongation Values from Fracture Strain to Engineering Strain,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.25,,,BCC + Silicide,M,SPS,,,567,C,25,1826,,16.5,10.5,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.5,,,BCC + Silicide,M,SPS,,,697,C,25,1883,,11,5.8,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.75,,,BCC + Silicide,M,SPS,,,682.6,C,25,2483,,6.2,1.6,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMo,,,BCC,S,SPS,,,420,,200,,,,,,,,,"Tests focused on HV, not mechanical stress",
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.25,,,BCC + Silicide,M,SPS,,,425,,200,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.5,,,BCC + Silicide,M,SPS,,,535,,200,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.75,,,BCC + Silicide,M,SPS,,,640,,200,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMo,,,BCC,S,SPS,,,425,,400,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.25,,,BCC + Silicide,M,SPS,,,420,,400,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.5,,,BCC + Silicide,M,SPS,,,560,,400,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.75,,,BCC + Silicide,M,SPS,,,600,,400,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMo,,,BCC,S,SPS,,,340,,600,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.25,,,BCC + Silicide,M,SPS,,,425,,600,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.5,,,BCC + Silicide,M,SPS,,,540,,600,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.75,,,BCC + Silicide,M,SPS,,,650,,600,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMo,,,BCC,S,SPS,,,335.5,,800,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.25,,,BCC + Silicide,M,SPS,,,399.2,,800,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.5,,,BCC + Silicide,M,SPS,,,550.5,,800,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.75,,,BCC + Silicide,M,SPS,,,597.3,,800,,,,,,,,,,
J86,10.1007/s10853-019-03567-9,NbTaWMoSi0.75,,,BCC + Silicide,M,SPS,,,,C,1200,960,,22.7,,,,,,Added Engineering Values from Fig 5,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR,,,,T,25,1199.26,1335.35,4.37,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,,,,T,25,1269.23,1366.3,1.16,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,,,,T,25,1371.21,1402.83,1.58,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,0.166,,,T,25,1362.74,1471.05,3.15,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,0.248,,,T,25,1241.81,1325.25,4.31,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,0.468,,,T,25,930.3,1021.32,19.01,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,1.79,,,T,25,729.21,901.74,26.3,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,4.57,,,T,25,494.82,735.6,38.7,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,13.45,,,T,25,366.88,673.25,42.55,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,22.37,,,T,25,290.65,618.51,43.15,,,,,,,
J87,10.1007/s11661-019-05231-y,FeCoCrNiMn,,,FCC,S,CR + A,30.6,,,T,25,258.76,598.75,45.05,,,,,,,
J88,10.1016/j.vacuum.2019.04.043,FeCoCrNiMnTi0.1C0.1,,,FCC + TiMnO3 + M23C6 + M7C3,M,VHP,,7.5,457 $\pm$ 2,C,25,1616 $\pm$ 27,,,4.5 $\pm$ 0.3,,,,,Vacuum Hot Press Sintering,
J88,10.1016/j.vacuum.2019.04.043,FeCoCrNiMnTi0.1C0.1,,,FCC + TiMnO3 + M23C6 + M7C3,M,VHP,,7.64,461 $\pm$ 3,C,25,1652 $\pm$ 16,,,10 $\pm$ 0.5,,,,,Added HV and Density values from Table 2,
J88,10.1016/j.vacuum.2019.04.043,FeCoCrNiMnTi0.1C0.1,,,FCC + TiMnO3 + M23C6 + M7C3,M,VHP,,7.66,428 $\pm$ 3,C,25,1490 $\pm$ 11,,,11.4 $\pm$ 0.5,,,,,,
J88,10.1016/j.vacuum.2019.04.043,FeCoCrNiMnTi0.1C0.1,,,FCC + TiMnO3 + M23C6 + M7C3,M,VHP,,7.69,378 $\pm$ 4,C,25,1194 $\pm$ 9,,,20.1 $\pm$ 0.7,,,,,,
J90-32,10.1016/j.intermet.2012.03.005,CoCrFeNi,32,10.1016/j.intermet.2012.03.005,FCC,S,,,,,,,,,,,,,,,"Large list, varied in data points",
J90-32,10.1016/j.intermet.2012.03.005,CoCrFeNiAl0.5,32,10.1016/j.intermet.2012.03.005,FCC + BCC,M,,,,250,,,,,,,,,,,come from a variety of references,
J90-32,10.1016/j.intermet.2012.03.005,CoCrFeNiAl,32,10.1016/j.intermet.2012.03.005,BCC,S,,,,500,,,,,,,,,,,,
J90-32,10.1016/j.intermet.2012.03.005,CoCrFeNiAl2,32,10.1016/j.intermet.2012.03.005,BCC,S,,,,733,,,,,,,,,,,,
J90-35,10.1016/j.msea.2013.12.096,CoFeNiAl0.5Ti0.5,35,10.1016/j.msea.2013.12.096,FCC,S,,,,733,,,,,,,,,,,,
J90-35,10.1016/j.msea.2013.12.096,CrCoFeNiAl0.5Ti0.5,35,10.1016/j.msea.2013.12.096,FCC + BCC,M,,,,640,,,,,,,,,,,,
J90-36,10.4028/www.scientific.net/MSF.846.13,Al0.5FeCrNiMnCoTa0,36,10.4028/www.scientific.net/MSF.846.13,,,,,,,,,,,,,,,,,,
J90-36,10.4028/www.scientific.net/MSF.846.13,Al0.5FeCrNiMnCoTa0.2,36,10.4028/www.scientific.net/MSF.846.13,FCC + BCC + laves,M,,,,385,,,,,,,,,,,,
J90-36,10.4028/www.scientific.net/MSF.846.13,Al0.5FeCrNiMnCoTa0.4,36,10.4028/www.scientific.net/MSF.846.13,FCC + BCC + laves,M,,,,486,,,,,,,,,,,,
J90-36,10.4028/www.scientific.net/MSF.846.13,Al0.55FeCrNiMnCoTa0.6,36,10.4028/www.scientific.net/MSF.846.13,FCC + BCC + laves + IM,M,,,,570,,,,,,,,,,,,
J90-36,10.4028/www.scientific.net/MSF.846.13,FeCrNiMnCoTa0,36,10.4028/www.scientific.net/MSF.846.13,FCC + BCC,M,,,,,,,,,,,,,,,,
J90-36,10.4028/www.scientific.net/MSF.846.13,FeCrNiMnCoTa0.2,36,10.4028/www.scientific.net/MSF.846.13,FCC + BCC,M,,,,200,,,,,,,,,,,,
J90-36,10.4028/www.scientific.net/MSF.846.13,FeCrNiMnCoTa0.4,36,10.4028/www.scientific.net/MSF.846.13,FCC + BCC,M,,,,290,,,,,,,,,,,,
J90-36,10.4028/www.scientific.net/MSF.846.13,FeCrNiMnCoTa0.6,36,10.4028/www.scientific.net/MSF.846.13,FCC + BCC,M,,,,345,,,,,,,,,,,,
J90-39,10.1016/j.jallcom.2010.02.032,Al0.3CoCrFeNi,39,10.1016/j.jallcom.2010.02.032,FCC,S,,,,160,,,,,,,,,,,,
J90-39,10.1016/j.jallcom.2010.02.032,Al0.3CoCrFeNiMo0.1,39,10.1016/j.jallcom.2010.02.032,FCC,S,,,,200,,,,,,,,,,,,
J90,10.1016/j.msea.2019.05.056,Al5Cr12Fe35Mn28Ni20,,This Paper,FCC,S,AC,,,,T,25,280,556,48,48.2,,,,,actually made by the paper,
J90,10.1016/j.msea.2019.05.056,Al10Cr12Fe35Mn23Ni20,,This Paper,FCC,S,CR,,,,T,25,320,625,42.2,42.45,,,,,,
J90,10.1016/j.msea.2019.05.056,Al5Cr12Fe35Mn28Ni20,,This Paper,FCC,S,AC,,,,T,25,1253,1392,6.78,8.2,,,,,,
J90,10.1016/j.msea.2019.05.056,Al10Cr12Fe35Mn23Ni20,,This Paper,FCC,S,CR,,,,T,25,1400,1500,5.83,7.85,,,,,,
J91,10.1016/j.msea.2019.04.096,CoCuFeMnNi,,,FCC,S,AC,,,,,800,,,,,,,,,,
J91,10.1016/j.msea.2019.04.096,CoCuFeMnNi,,,FCC,S,AC,,,,,900,,,,,,,,,,
J91,10.1016/j.msea.2019.04.096,CoCuFeMnNi,,,FCC,S,AC,,,,,100,,,,,,,,,,
J92,10.1016/j.msea.2019.05.078,CoCrFeNiMo0.15,,,FCC,S,AC,,,,T,25,489 $\pm$ 2,895 $\pm$ 10,,53.6 $\pm$ 0.7,,,,,,
J92,10.1016/j.msea.2019.05.078,CoCrFeNiMo0.15,,,,,CR+A,,,,T,25,873 $\pm$ 27,,,23.4 $\pm$ 1.1,,,,,CR,
J92,10.1016/j.msea.2019.05.078,CoCrFeNiMo0.15,,,,,CR+A,,,,T,25,952 $\pm$ 35,1122 $\pm$ 17,,14.2 $\pm$ 0.5,,,,,,
J92,10.1016/j.msea.2019.05.078,CoCrFeNiMo0.15,,,FCC,S,CR+A,,,,T,25,1136 $\pm$ 3,1245 $\pm$ 0.8,,8.7 $\pm$ 0.7,,,,,,
J92,10.1016/j.msea.2019.05.078,CoCrFeNiMo0.15,,,FCC,S,CR+A,,,,T,25,1301 $\pm$ 28,1493 $\pm$ 30,,7.2 $\pm$ 0.5,,,,,,
J92,10.1016/j.msea.2019.05.078,CoCrFeNiMo0.15,,,,,CR+A,,,,T,25,1311 $\pm$ 14,1421 $\pm$ 27,,5.9 $\pm$ 0.3,,,,,,
J92,10.1016/j.msea.2019.05.078,CoCrFeNiMo0.15,,,,,CR+A,,,,T,25,1273 $\pm$ 16,1458 $\pm$ 28,,5.5 $\pm$ 0.4,,,,,,
J93,10.1016/j.msea.2019.05.003,CuNi1.01Si0.28Co0.14Cr0.45,,,,M,CR+A,,,142.5,T,25,777,810,3.4,,,,,,added multiphase,
J93,10.1016/j.msea.2019.05.003,CuNi1.01Si0.28Co0.14Cr0.45,,,,M,CR+A,,,147.4,,,,,,,,,,,added multiphase,
J93,10.1016/j.msea.2019.05.003,CuNi1.01Si0.28Co0.14Cr0.45,,,,M,CR+A,,,155.2,,,,,,,,,,,added multiphase,
J95,10.1038/s41467-019-10533-1,Co33W07Al33Nb24Cr03,,,,,AC,,,1084,,25,,,,,,,,,,
J95,10.1038/s41467-019-10533-1,Ti18Ni24Ta12Cr22Co24,,,,,AC,,,1011,,25,,,,,,,,,,
J95,10.1038/s41467-019-10533-1,Co6W9Al36Mo38Ni11,,,,,AC,,,725,,25,,,,,,,,,,
J95,10.1038/s41467-019-10533-1,Ni47Co02Ta12Ti9Nb30,,,,,AC,,,815,,25,,,,,,,,,,
J95,10.1038/s41467-019-10533-1,Ti44Ni02Nb21Cr21Co12,,,,,AC,,,422,,25,,,,,,,,,,
J95,10.1038/s41467-019-10533-1,Ti32Nb9Ta01Cr19Co39,,,,,AC,,,856,,25,,,,,,,,,,
J95,10.1038/s41467-019-10533-1,Ti39W04Nb31Ta04Co22,,,,,AC,,,277,,25,,,,,,,,,,
J98,10.1016/j.jmst.2018.12.014,AlCoCuFeNi0.5,,,FCC + BCC + B2,M,AC,,,430.9,C,25,929,,13.7,,,,,,,
J98,10.1016/j.jmst.2018.12.014,AlCoCuFeNi0.8,,,FCC + BCC + B2,M,AC,,,420,C,25,1021,,12.3,,,,,,,
J98,10.1016/j.jmst.2018.12.014,AlCoCuFeNi,,,FCC + BCC + B2,M,AC,,,391.4,C,25,994,,24.5,,,,,,,
J98,10.1016/j.jmst.2018.12.014,AlCoCuFeNi1.5,,,FCC + BCC + B2,M,AC,,,323.8,C,25,680,,35.9,,,,,,,
J98,10.1016/j.jmst.2018.12.014,AlCoCuFeNi2,,,FCC + BCC + B2,M,AC,,,299.2,C,25,544,,,,,,,,,
J98,10.1016/j.jmst.2018.12.014,AlCoCuFeNi3,,,FCC,S,AC,,,279.6,C,25,268,,,,,,,,,
J100,10.1016/j.msea.2019.04.104,Al0.5CrFeMnNi,,,BCC + B2,M,AC,,,353,C,25,1091,,50,,,,,,,
J100,10.1016/j.msea.2019.04.104,Al0.6CrFeMnNi,,,BCC + B2,M,AC,,,361,C,25,1130,,53,,,,,,,
J100,10.1016/j.msea.2019.04.104,Al0.7CrFeMnNi,,,BCC + B2,M,AC,,,375,C,25,1170,,55,,,,,,,
J100,10.1016/j.msea.2019.04.104,Al0.8CrFeMnNi,,,BCC + B2,M,AC,,,386,C,25,1200,,55,,,,,,,
J102,10.1016/j.jmmm.2019.01.096,FeCoNiCr0.2Si0.2,,,FCC,S,AC,,,130.1,T,25,225,732,61,,,,,,,
J102,10.1016/j.jmmm.2019.01.096,FeCoNiCr0.2Si0.2,,,FCC,S,HR,,,318.2,T,25,705,1070,10,,,,,,changed processing to hot rolling,
J102,10.1016/j.jmmm.2019.01.096,FeCoNiCr0.2Si0.2,,,FCC,S,HR + A,,,153.8,T,25,320,920,60,,,,,,changed processing to hot rolling,
J105,10.1038/s41598-019-43329-w,Al65Cu5Mg5Si15Zn5Fe5,,,FCC,S,AC,,3.08,,C,25,422 $\pm$ 75,,1,,88.7 $\pm$ 0.4,,,,,
J105,10.1038/s41598-019-43329-w,Al65Cu5Mg5Si15Zn5Ni5,,,FCC,S,AC,,3.15,,C,25,534 $\pm$ 4,,1,,107.8 $\pm$ 17,,,,,
J105,10.1038/s41598-019-43329-w,Al65Cu5Mg5Si15Zn5Cr5,,,FCC,S,AC,,3.06,,C,25,490 $\pm$ 18,,6,,78.4 $\pm$ 3,,,,,
J105,10.1038/s41598-019-43329-w,Al65Cu5Mg5Si15Zn5Mn5,,,FCC,S,AC,,2.98,,C,25,622 $\pm$ 15,,2,,114.1 $\pm$ 2,,,,,
J105,10.1038/s41598-019-43329-w,Al65Cu5Mg5Si15Zn5Zr5,,,FCC + Laves,M,AC,,3.06,,C,25,565 $\pm$ 79,,4,,105.1 $\pm$ 27,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,AC,,,,T,25,400,780,53,,,,,,"For some reason, missing Yield Strength data",
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,838,43,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,899,31,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,902,29,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,811,52,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,790,49,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,799,47,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,802,37,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,823,36,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,849,34,,,,,,,
J106,10.3390/e21050448,CoCrFeNiMo0.2,,,FCC,S,A,,,,T,25,,895,32,,,,,,,
J107,10.3390/ma12071136,Al19.9Li30Mg35Si10Ca5Y0.1,,,,M,AC,,1.7,,C,25,556,,3,,,,,,changed to multiphase,
J107,10.3390/ma12071136,Al15Li35Mg35Ca10Si5,,,,M,AC,,1.57,,C,25,418,,13,,,,,,changed to multiphase,
J107,10.3390/ma12071136,Al15Li38Mg48Ca1 Si1,,,,M,AC,,1.52,,C,25,360,,9,,,,,,corrected the name; changed to multiphase,
J107,10.3390/ma12071136,Al15Li38Mg45Ca0.5Si1.5,,,,M,AC,,1.5,,C,25,342,,44,,,,,,changed to multiphase,
J107,10.3390/ma12071136,Al15Li39Mg45Ca0.5Si0.5,,,,M,AC,,1.46,,C,25,300,,63,,,,,,changed to multiphase,
J109,10.3390/e21030288,CoCrFeNiPd,,,FCC,S,AC,,,295,,,,,,,,,,,,
J109,10.3390/e21030288,CoCrFeNiPdMn0.2,,,FCC + IM,M,AC,,,470,C,25,650,,50,,,,,,changed to multiphase,
J109,10.3390/e21030288,CoCrFeNiPdMn0.4,,,FCC + IM,M,AC,,,380,C,25,650,,46,,,,,,changed to multiphase,
J109,10.3390/e21030288,CoCrFeNiPdMn0.6,,,FCC + IM,M,AC,,,180,C,25,650,,42,,,,,,changed to multiphase,
J109,10.3390/e21030288,CoCrFeNiPdMn0.8,,,FCC + IM,M,AC,,,160,C,25,650,,35,,,,,,changed to multiphase,
J110,10.1016/j.scriptamat.2018.12.021,Al0.3CoCrFeMnNi,,,,,SPS,,,,,,,,,,,,,,Skipped,
J111,10.1557/jmr.2019.40,CrFeNiTi0.2,,,BCC + FCC,M,AC,,,362.2,C,25,2297.94,,5.8,,,,,,,
J111,10.1557/jmr.2019.40,CrFeNiTi0.3,,,BCC + FCC,M,AC,,,510.3,C,25,2364.63,,,,,,,,corrected elongations,
J111,10.1557/jmr.2019.40,CrFeNiTi0.4,,,BCC,S,AC,,,600.3,C,25,2475.41,,6.5,,,,,,corrected elongations,
J111,10.1557/jmr.2019.40,CrFeNiTi0.5,,,BCC,S,AC,,,709.6,C,25,2380.79,,,,,,,,corrected elongations,
J111,10.1557/jmr.2019.40,CrFeNiTi0.6,,,BCC,S,AC,,,718.2,C,25,1923.15,,,,,,,,corrected elongations,
J112,10.1557/jmr.2019.18,AlCuCrFeMn,,,sigma + FeMn,M,SPS,,,633,C,25,1010,,,,,,,,fixed strength,
J112,10.1557/jmr.2019.18,AlCuCrFeMnW0.05,,,BCC + sigma + FeMn,M,SPS,,,680,C,25,1120,,,,,,,,fixed strength,
J112,10.1557/jmr.2019.18,AlCuCrFeMnW0.1,,,BCC + sigma + FeMn,M,SPS,,,705,C,25,1250,,,,,,,,fixed strength,
J112,10.1557/jmr.2019.18,AlCuCrFeMnW0.5,,,BCC + sigma + FeMn,M,SPS,,,780,C,25,1510,,,,,,,,fixed strength,
J113,10.1557/jmr.2019.36,FeCoNiCuNb0.5,,,FCC + Laves,M,HR,,,,,,,,,,,,,,No data for FeCoNiCuNb0.5,
J113,10.1557/jmr.2019.36,FeCoNiCuNb5,,,FCC + Laves,M,HR,,,,C,25,1498,,37.6,,,,,,fixed processing to HR,
J113,10.1557/jmr.2019.36,FeCoNiCuNb7.5,,,FCC + Laves,M,HR,,,,C,25,1635,,31.7,,,,,,fixed processing to HR,
J113,10.1557/jmr.2019.36,FeCoNiCuNb11.6,,,FCC + Laves,M,HR,,,,C,25,1703,,18.3,,,,,,fixed processing to HR,
J113,10.1557/jmr.2019.36,FeCoNiCuNb15,,,FCC + Laves,M,HR,,,,C,25,1415,,12.6,,,,,,fixed processing to HR,
J115,10.1016/j.msea.2019.01.088,Fe50Mn30Co10Cr10,,,FCC + BCP,M,AC,,,296 $\pm$ 24,,,,,,,,,,,No mechanical data,
J115,10.1016/j.msea.2019.01.088,Fe49.7Mn30Co10Cr10B0.3,,,FCC + BCP,M,AC,,,282 $\pm$ 15,,,,,,,,,,,,
J115,10.1016/j.msea.2019.01.088,Fe49.4Mn30Co10Cr10B0.6,,,FCC + BCP,M,AC,,,306 $\pm$ 24,,,,,,,,,,,,
J115,10.1016/j.msea.2019.01.088,Fe48.3Mn30Co10Cr10B1.7,,,FCC + BCP,M,AC,,,452 $\pm$ 51,,,,,,,,,,,,
